addr,clCd,clCdNm,cmdcGdrCnt,cmdcIntnCnt,cmdcResdntCnt,cmdcSdrCnt,detyGdrCnt,detyIntnCnt,detyResdntCnt,detySdrCnt,drTotCnt,emdongNm,estbDd,hospUrl,mdeptGdrCnt,mdeptIntnCnt,mdeptResdntCnt,mdeptSdrCnt,pnursCnt,postNo,sgguCd,sgguCdNm,sidoCd,sidoCdNm,telno,XPos,YPos,yadmNm,ykiho
"서울특별시 노원구 한글비석로 474, 2층 202호 (상계동, 보람상가)",31,의원,0,0,0,0,0,0,0,0,1,상계동,19880223,,0,0,0,1,0,1671,110022,노원구,110000,서울,02-934-3724,127.0654593,37.6648282,구소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 강북구 오현로32길 3, 2층 (번동)",31,의원,0,0,0,0,0,0,0,0,1,번동,20050422,,0,0,0,1,0,1224,110024,강북구,110000,서울,02-985-7737,127.0397171,37.628709,구앤서이비인후과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz
"서울특별시 관악구 남부순환로 1805, 에이스에이존 201호 (봉천동)",31,의원,0,0,0,0,0,0,0,0,2,봉천동,20230901,,0,0,0,2,0,8758,110004,관악구,110000,서울,02-882-0234,126.9508622,37.4817866,구앤장마취통증의학과피부과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQyIyQ3IyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz
"서울특별시 광진구 아차산로 361, 2층 (자양동)",31,의원,0,0,0,0,0,0,0,0,1,자양동,20230208,,0,0,0,1,0,5026,110023,광진구,110000,서울,02-3436-9933,127.0828891,37.5369605,구의메트로신경외과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ5MiQyNjE4MzIjNjEjJDEjJDAjJDgz
"서울특별시 광진구 아차산로 431, 101동 109,201B,202,203,204호 (구의동, 강변에스케이뷰)",31,의원,0,0,0,0,0,0,0,0,2,구의동,20240514,,0,0,0,2,0,5045,110023,광진구,110000,서울,02-3437-9201,127.0901908,37.5386539,구의베스트내과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz
"서울특별시 광진구 자양로18길 22, 2층 201,202,205호 (구의동)",31,의원,0,0,0,0,0,0,0,0,2,구의동,20260423,,0,0,0,2,0,5044,110023,광진구,110000,서울,02-452-9222,127.0849826,37.5373711,구의서울정형외과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 광진구 아차산로 361, 3층 (자양동)",31,의원,0,0,0,0,0,0,0,0,1,자양동,20230829,,0,0,0,1,0,5026,110023,광진구,110000,서울,02-455-0119,127.0828891,37.5369605,구의센트럴내과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQyIyQ3IyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz
"서울특별시 광진구 천호대로 670, 썬-타워빌딩 201호 (구의동)",31,의원,0,0,0,0,0,0,0,0,1,구의동,20200828,,0,0,0,1,0,4992,110023,광진구,110000,서울,02-455-7585,127.0896115,37.5510895,구의아차산마취통증의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 광진구 아차산로 378, 한승빌딩 5층 (자양동)",31,의원,0,0,0,0,0,0,0,0,1,자양동,20240930,https://www.gthetntn.com,0,0,0,1,0,5051,110023,광진구,110000,서울,02-453-7272,127.0847382,37.5365474,구의역더튼튼의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 광진구 자양로 95, (자양동)",31,의원,0,0,0,0,0,0,0,0,1,자양동,19980820,,0,0,0,1,0,5055,110023,광진구,110000,서울,02-2201-5757,127.0832168,37.5362295,구의연세정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjEyMjIjNjEjJDEjJDgjJDgz
"서울특별시 광진구 자양로 285, 2층 (구의동)",31,의원,0,0,0,0,0,0,0,0,1,구의동,20180308,,0,0,0,1,0,4954,110023,광진구,110000,서울,02-458-7524,127.0916974,37.5513157,구의중앙의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjE4MzIjNDEjJDEjJDQjJDgz
"서울특별시 광진구 자양로 95, 도광빌딩 3층 (자양동)",31,의원,0,0,0,0,0,0,0,0,1,자양동,20240514,,0,0,0,1,0,5055,110023,광진구,110000,서울,02-6958-9211,127.0832168,37.5362295,구의탑정형외과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5OSQyNjE0ODEjNDEjJDEjJDQjJDgz
"서울특별시 영등포구 여의대방로69길 28, 204호 (여의도동)",31,의원,0,0,0,0,0,0,0,0,1,여의도동,19950928,,0,0,0,1,0,7333,110013,영등포구,110000,서울,02-784-3634,126.9302381,37.5213983,구이비인후과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz
"서울특별시 강서구 화곡로 313, (화곡동)",31,의원,0,0,0,0,0,0,0,0,0,화곡동,19990302,,0,0,0,0,0,7686,110003,강서구,110000,서울,02-2697-3900,126.8497064,37.5522798,구이비인후과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 구로구 구일로 110, 해원리버파크 3층 (구로동)",31,의원,0,0,0,0,0,0,0,0,1,구로동,20140303,,0,0,0,1,0,8324,110005,구로구,110000,서울,02-866-9175,126.8720017,37.4950768,구일굿모닝내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz
"서울특별시 구로구 구일로 110, 해원리버파크 604,605호 (구로동)",31,의원,0,0,0,0,0,0,0,0,1,구로동,20240910,,0,0,0,1,0,8324,110005,구로구,110000,서울,02-837-8277,126.8720017,37.4950768,구일본튼튼의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 은평구 응암로 179, (응암동)",31,의원,0,0,0,0,0,0,0,0,1,응암동,20021106,,0,0,0,1,0,3485,110015,은평구,110000,서울,02-307-9991,126.9164074,37.5880655,구자성정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjEwMDIjNTEjJDEjJDIjJDgz
"서울특별시 도봉구 도봉로 575, (쌍문동)",31,의원,0,0,0,0,0,0,0,0,1,쌍문동,19900406,,0,0,0,1,0,1432,110006,도봉구,110000,서울,02-907-3563,127.038806,37.6564112,구재형안과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 은평구 진관2로 29-21, 4층 401호,402호 (진관동, 드림스퀘어)",31,의원,0,0,0,0,0,0,0,0,1,진관동,20130826,,0,0,0,1,0,3306,110015,은평구,110000,서울,02-387-7700,126.9193479,37.6357288,구파발연세내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNzEjJDEjJDgjJDgz
"서울특별시 은평구 진관2로 15-46, 9층 (진관동, 메트로프라자)",31,의원,0,0,0,0,0,0,0,0,1,진관동,20160217,http://www.s-os.kr/,0,0,0,1,0,3306,110015,은평구,110000,서울,02-334-8275,126.9190816,37.6386516,구파발정형외과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 서초구 서초중앙로24길 27, 2층 1호 (서초동, G-five CENTRAL PLAZA)",31,의원,0,0,0,0,0,0,0,0,1,서초동,19910415,www.lasikkorea.co.kr/,0,0,0,1,0,6601,110021,서초구,110000,서울,02-595-0138,127.0164171,37.4954178,구현남안과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNDEjJDEjJDQjJDgz
"서울특별시 송파구 올림픽로 240, 롯데월드 웰빙센터 3층 2호 (잠실동)",31,의원,0,0,0,0,0,0,0,0,1,잠실동,20231113,,0,0,0,1,0,5554,110018,송파구,110000,서울,02-2143-1401,127.0981638,37.5110794,국가대표재활의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ2MiQyNjE4MzIjNDEjJDEjJDQjJDgz
"서울특별시 영등포구 양평로 16, 3,5층 (당산동6가, 당산동 대정프라자)",31,의원,0,0,0,0,0,0,0,0,2,당산동6가,20120817,,0,0,0,2,0,7223,110013,영등포구,110000,서울,02-1522-8609,126.9045068,37.5328795,국민건강내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 성북구 종암로 123, 2층 201호 (종암동)",31,의원,0,0,0,0,0,0,0,0,2,종암동,20181018,,0,0,0,2,0,2803,110012,성북구,110000,서울,02-2033-9909,127.033173,37.6010031,국민건강내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz
"서울특별시 영등포구 의사당대로 141, KB국민은행 신관 23층 (여의도동)",31,의원,0,0,0,0,0,0,0,0,1,여의도동,20210709,,0,0,0,1,0,7332,110013,영등포구,110000,서울,02-2073-8720,126.9272856,37.5193487,국민은행 본점 부속의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 송파구 올림픽로 424, 국민체력센터의원 (방이동)",31,의원,0,0,0,0,0,0,0,0,4,방이동,20030718,,1,0,0,3,0,5540,110018,송파구,110000,서울,02-413-5336,127.122959,37.520934,국민체력센터의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDgjJDgz
"서울특별시 용산구 이태원로 22, (용산동3가)",31,의원,0,0,0,0,0,0,0,0,2,용산동3가,20150210,,0,0,0,2,0,4383,110014,용산구,110000,서울,02-748-1171,126.9775913,37.5336556,국방의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 용산구 이태원로 211, (한남동, 한남빌딩)",31,의원,0,0,0,0,0,0,0,0,1,한남동,19870327,,0,0,0,1,0,4349,110014,용산구,110000,서울,02-790-0857,126.9972705,37.5349673,국제의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 서초구 강남대로 221, 양재역환승주차장 302호 (양재동)",31,의원,0,0,0,0,0,0,0,0,3,양재동,19960416,,0,0,0,3,0,6749,110021,서초구,110000,서울,02-574-0901,127.0341178,37.4836851,국홍일국정표피부과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz
"서울특별시 영등포구 의사당대로 1, (여의도동)",31,의원,0,0,0,0,0,0,0,0,2,여의도동,20001026,,0,0,0,2,0,7233,110013,영등포구,110000,서울,02-6788-3495,126.9142029,37.5319169,국회사무처부속의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz
"서울특별시 광진구 천호대로 561, 5층 (중곡동)",31,의원,0,0,0,0,0,0,0,0,1,중곡동,20070402,http://gjgunhang.com,0,0,0,1,0,4929,110023,광진구,110000,서울,02-444-8275,127.0806809,37.5571308,군자건항외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ2MiQzNjE0ODEjODEjJDEjJDYjJDgz
"서울특별시 광진구 능동로 295, ES빌딩 1층 102호 (군자동)",31,의원,0,0,0,0,0,0,0,0,2,군자동,20240328,,0,0,0,2,0,4997,110023,광진구,110000,서울,02-499-9911,127.0785138,37.5561806,군자성모정형외과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 광진구 능동로 313, 선진빌딩 2층,3층 (중곡동)",31,의원,0,0,0,0,0,0,0,0,1,중곡동,20260804,,0,0,0,1,0,4919,110023,광진구,110000,서울,02-462-2888,127.079472,37.5577832,군자원탑재활의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz
"서울특별시 광진구 천호대로 566, 2층 (능동)",31,의원,0,0,0,0,0,0,0,0,1,능동,19990906,,0,0,0,1,0,4985,110023,광진구,110000,서울,02-452-2320,127.0806594,37.5563765,군자제일내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz
"서울특별시 노원구 동일로 1673, 상계빌딩 4,3,2층 302호, 202호 (상계동)",31,의원,0,0,0,0,0,0,0,0,3,상계동,20130603,,0,0,0,3,0,1607,110022,노원구,110000,서울,02-2038-4987,127.0549716,37.6778534,굳쎈정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz
"서울특별시 구로구 가마산로 246, 대신빌딩 4층 (구로동)",31,의원,0,0,0,0,0,0,0,0,1,구로동,20240222,,0,0,0,1,0,8306,110005,구로구,110000,서울,02-839-7582,126.8883501,37.4946401,굿나잇비뇨의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz
"서울특별시 송파구 법원로 114, C동 2층 201~202호 (문정동, 엠스테이트)",31,의원,0,0,0,0,0,0,0,0,2,문정동,20170106,,0,0,0,2,0,5854,110018,송파구,110000,서울,02-402-6575,127.1206993,37.4857987,굿닥터비뇨기과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz
"서울특별시 양천구 곰달래로5길 37, 105호 (신월동, 태영아파트상가)",31,의원,0,0,0,0,0,0,0,0,1,신월동,19990302,,0,0,0,1,0,7920,110020,양천구,110000,서울,2606-1119,126.832429,37.532952,굿닥터의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz
"서울특별시 강남구 도곡로 449, 2층 202호 (대치동)",31,의원,0,0,0,0,0,0,0,0,1,대치동,20140227,http://banposeoul.co.kr,0,0,0,1,0,6209,110001,강남구,110000,서울,02-553-8840,127.0595805,37.4988443,굿닥터이비인후과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3MiQyNjE0ODEjODEjJDEjJDIjJDgz
"서울특별시 광진구 아차산로 506, 은석 4층 (광장동)",31,의원,0,0,0,0,0,0,0,0,1,광장동,20160321,,0,0,0,1,0,4974,110023,광진구,110000,서울,02-447-6009,127.0977256,37.54149,굿닥터정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz
"서울특별시 성북구 돌곶이로 25, 2층 (석관동, 씨티홈)",31,의원,0,0,0,0,0,0,0,0,1,석관동,20220228,,0,0,0,1,0,2788,110012,성북구,110000,서울,02-966-9002,127.0610515,37.6066611,굿데이이비인후과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 강남구 압구정로28길 25, 2층 (신사동)",31,의원,0,0,0,0,0,0,0,0,1,신사동,20010519,www.good-line.co.kr/,0,0,0,1,0,6030,110001,강남구,110000,서울,543-1830,127.0278537,37.5248319,굿라인성형외과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz
"서울특별시 강남구 논현로 843, EGI빌딩 지하1층 1층 (신사동)",31,의원,0,0,0,0,0,0,0,0,2,신사동,20220620,,1,0,0,1,0,6031,110001,강남구,110000,서울,02-542-5824,127.0279778,37.5243998,굿모나의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz
"서울특별시 강북구 한천로105길 7, 2층 (번동)",31,의원,0,0,0,0,0,0,0,0,1,번동,20020807,,0,0,0,1,0,1230,110024,강북구,110000,서울,02-989-1173,127.0471661,37.6261806,굿모닝내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz
"서울특별시 중랑구 사가정로 384, 2층 201호 (면목동)",31,의원,0,0,0,0,0,0,0,0,1,면목동,20230206,,0,0,0,1,0,2238,110019,중랑구,110000,서울,02-432-8821,127.0872074,37.5805409,굿모닝마취통증의학과의원,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ5MiQzNjE4MzIjNzEjJDEjJDgjJDgz
"서울특별시 동대문구 천호대로 425, 4층 (장안동)",31,의원,0,0,0,0,0,0,0,0,1,장안동,20101215,,0,0,0,1,0,2645,110007,동대문구,110000,서울,2245-0310,127.0664831,37.5618203,굿모닝박내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 노원구 동일로204가길 12, 홈플러스 지하2층 (중계동)",31,의원,0,0,0,0,0,0,0,0,0,중계동,20070420,,0,0,0,0,0,1783,110022,노원구,110000,서울,02-977-7530,127.0686561,37.6398605,굿모닝소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 강서구 화곡로 173, 8층 (화곡동)",31,의원,0,0,0,0,0,0,0,0,1,화곡동,20100317,,0,0,0,1,0,7702,110003,강서구,110000,서울,02-2608-5100,126.8407584,37.5420388,굿모닝신경과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz
"서울특별시 강동구 천호대로 1006, (성내동, 브라운스톤천호)",31,의원,0,0,0,0,0,0,0,0,1,성내동,20071025,http://www.lenseye.co.kr,0,0,0,1,0,5378,110002,강동구,110000,서울,02-488-8861~2,127.1237896,37.5380133,굿모닝안과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ3MiQ0NjE0ODEjODEjJDEjJDIjJDgz
