addr,clCd,clCdNm,cmdcGdrCnt,cmdcIntnCnt,cmdcResdntCnt,cmdcSdrCnt,detyGdrCnt,detyIntnCnt,detyResdntCnt,detySdrCnt,drTotCnt,emdongNm,estbDd,hospUrl,mdeptGdrCnt,mdeptIntnCnt,mdeptResdntCnt,mdeptSdrCnt,pnursCnt,postNo,sgguCd,sgguCdNm,sidoCd,sidoCdNm,telno,XPos,YPos,yadmNm,ykiho
"서울특별시 도봉구 노해로63길 79, (창동)",93,한의원,3,0,0,0,0,0,0,0,3,창동,20010327,,0,0,0,0,0,1399,110006,도봉구,110000,서울,02-908-7575,127.0463398,37.6530918,도봉경희한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNDEjJDEjJDQjJDgz
"서울특별시 도봉구 도당로 10, 2층 203호 (쌍문동, 쌍문동 LG트윈빌1)",93,한의원,2,0,0,0,0,0,0,0,2,쌍문동,20220324,,0,0,0,0,0,1394,110006,도봉구,110000,서울,02-908-5333,127.035564,37.6590877,도봉예감한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQyIyQzIyQwMCQ0NjE0ODEjNTEjJDEjJDYjJDgz
"서울특별시 도봉구 도당로 133, 2층 (방학동)",93,한의원,1,0,0,0,0,0,0,0,1,방학동,20241024,,0,0,0,0,0,1351,110006,도봉구,110000,서울,02-954-8070,127.0411142,37.6674597,도봉제일한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz
"서울특별시 도봉구 도당로27길 52, 1,2층 (방학동)",93,한의원,1,0,0,0,0,0,0,0,1,방학동,19940608,,0,0,0,0,0,1350,110006,도봉구,110000,서울,02-3492-9933,127.0410992,37.669625,도봉한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjNzEjJDEjJDgjJDgz
"서울특별시 성동구 마장로 230, 1,2층 (홍익동)",93,한의원,1,0,0,0,0,0,0,0,1,홍익동,20030414,,0,0,0,0,0,4708,110011,성동구,110000,서울,02-2294-3757,127.0353156,37.5660617,도선한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzExIyQxIyQzIyQwMyQzNjE0ODEjNzEjJDEjJDgjJDgz
"서울특별시 영등포구 대림로 211, 화성빌딩 (대림동)",93,한의원,1,0,0,0,0,0,0,0,1,대림동,19950807,,0,0,0,0,0,7412,110013,영등포구,110000,서울,02-846-2908,126.8975483,37.4994631,도성한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz
"서울특별시 중구 퇴계로 432, 1,2층 (신당동)",93,한의원,1,0,0,1,0,0,0,0,2,신당동,20191224,,0,0,0,0,0,4577,110017,중구,110000,서울,02-6952-7975,127.019587,37.5654959,도손한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQxIyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz
"서울특별시 마포구 독막로 320, 마포 태영 데시앙 2층 204호 (도화동)",93,한의원,1,0,0,0,0,0,0,0,1,도화동,20220209,,0,0,0,0,0,4157,110009,마포구,110000,서울,02-706-5401,126.9478769,37.5429883,도시안한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDIjJDgz
"서울특별시 강동구 올림픽로 659, 쌍용플래티넘리버 2층 (천호동)",93,한의원,3,0,0,0,0,0,0,0,3,천호동,20120315,,0,0,0,0,0,5248,110002,강동구,110000,서울,02-477-7029,127.1235823,37.540306,도약한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz
"서울특별시 강남구 논현로28길 53, 4층 (도곡동)",93,한의원,1,0,0,0,0,0,0,0,1,도곡동,20071228,,0,0,0,0,0,6301,110001,강남구,110000,서울,02-534-8270,127.0459888,37.4848925,도연한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz
"서울특별시 중구 동호로11길 7, 2층 (신당동, 녹원빌딩)",93,한의원,1,0,0,0,0,0,0,0,1,신당동,20050413,,0,0,0,0,0,4598,110017,중구,110000,서울,2235-8275,127.0101006,37.5546434,도연한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzIxIyQyIyQ5IyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 강서구 방화대로34길 86, (방화동)",93,한의원,1,0,0,0,0,0,0,0,1,방화동,20040207,,0,0,0,0,0,7595,110003,강서구,110000,서울,02-2663-2020,126.8211652,37.5707803,도운당한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzUxIyQxIyQxIyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz
"서울특별시 용산구 새창로 70, 3층 (도원동, 도원동삼성래미안)",93,한의원,1,0,0,0,0,0,0,0,1,도원동,20020425,,0,0,0,0,0,4354,110014,용산구,110000,서울,02-713-1075,126.9552549,37.5383839,도원경희한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz
"서울특별시 강동구 고덕로62길 66, 우성아파트 1층 6호 (명일동)",93,한의원,1,0,0,0,0,0,0,0,1,명일동,20010531,,0,0,0,0,0,5268,110002,강동구,110000,서울,02-427-5050,127.1525645,37.5519855,도원한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzMxIyQxIyQzIyQ4MiQzNjEyMjIjNjEjJDEjJDQjJDgz
"서울특별시 양천구 목동로 224, (목동, 대원칸타빌1차아파트)",93,한의원,1,0,0,0,0,0,0,0,1,목동,20060924,http://www.dowonclinic.co.kr/,0,0,0,0,0,7993,110020,양천구,110000,서울,2647-7550,126.8648557,37.5285925,도원한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzUxIyQyIyQxIyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz
"서울특별시 강남구 도곡로 408, 디마크 빌딩 4층 403호 (대치동)",93,한의원,1,0,0,0,0,0,0,0,1,대치동,20100430,http://www.doyoon8.co.kr/,0,0,0,0,0,6278,110001,강남구,110000,서울,02-563-0087,127.05525,37.4966282,도윤한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz
"서울특별시 동대문구 사가정로 225, 1층 (장안동)",93,한의원,1,0,0,0,0,0,0,0,1,장안동,20260203,,0,0,0,0,0,2518,110007,동대문구,110000,서울,02-6953-1280,127.0701566,37.5789421,도율한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxNzAyIzExIyQxIyQzIyQxMyQzNjE0ODEjODEjJDEjJDIjJDgz
"서울특별시 강남구 도산대로89길 7, 1층 (청담동)",93,한의원,1,0,0,0,0,0,0,0,1,청담동,20250723,,0,0,0,0,0,6012,110001,강남구,110000,서울,02-545-5675,127.0503804,37.5251468,도이재한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNTEjJDEjJDYjJDgz
"서울특별시 동대문구 왕산로 147, 2층 (제기동)",93,한의원,1,0,0,0,0,0,0,0,1,제기동,20150406,,0,0,0,0,0,2571,110007,동대문구,110000,서울,02-963-8875,127.0396587,37.5787842,도일한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzMxIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz
"서울특별시 양천구 중앙로 253, 4층 (신정동)",93,한의원,0,0,0,1,0,0,0,0,1,신정동,20150901,,0,0,0,0,0,8073,110020,양천구,110000,서울,02-6953-9104,126.8531184,37.5189448,도치한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzUxIyQxIyQ1IyQwMyQzNjE0ODEjNTEjJDEjJDIjJDgz
"서울특별시 영등포구 영신로19길 5, 2층 (영등포동)",93,한의원,2,0,0,0,0,0,0,0,2,영등포동,20190522,,0,0,0,0,0,7366,110013,영등포구,110000,서울,02-6952-5002,126.9072135,37.5143909,도토리한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz
"서울특별시 강서구 강서로 380, 3층 (등촌동, 세민빌딩)",93,한의원,1,0,0,0,0,0,0,0,1,등촌동,20090727,,0,0,0,0,0,7591,110003,강서구,110000,서울,02-2604-7582,126.8388752,37.559483,도현한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQzIyQ5MiQyNjE4MzIjODEjJDEjJDYjJDgz
"서울특별시 종로구 통일로12길 6, 2층 (행촌동)",93,한의원,0,0,0,1,0,0,0,0,1,행촌동,20090730,,0,0,0,0,0,3029,110016,종로구,110000,서울,02-722-1075,126.9600066,37.5731335,독립문 약손 한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz
"서울특별시 금천구 시흥대로 471-1, 2층 (독산동)",93,한의원,1,0,0,0,0,0,0,0,1,독산동,20140324,,0,0,0,0,0,8531,110025,금천구,110000,서울,02-864-1030,126.8982223,37.4757541,독산한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzQxIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 성동구 독서당로 328, 1층 (금호동4가)",93,한의원,1,0,0,0,0,0,0,0,1,금호동4가,20260721,https://dokseodang.com,0,0,0,0,0,4737,110011,성동구,110000,서울,02-2281-3281,127.0252905,37.5479023,독서당한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxNzAyIzExIyQxIyQ3IyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz
"서울특별시 성북구 화랑로 210-26, (석관동, 석관동 신동아 파밀리에)",93,한의원,1,0,0,0,0,0,0,0,1,석관동,20150930,,0,0,0,0,0,2790,110012,성북구,110000,서울,02-6229-1775,127.0541116,37.6074257,돌곶이한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz
"서울특별시 강동구 아리수로50길 50, 3층 (고덕동, 래미안힐스테이트고덕)",93,한의원,1,0,0,0,0,0,0,0,1,고덕동,20170627,,0,0,0,0,0,5229,110002,강동구,110000,서울,02-427-3457,127.1489063,37.559109,돔한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzUxIyQyIyQxIyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz
"서울특별시 광진구 아차산로 201, 2층 (화양동)",93,한의원,1,0,0,0,0,0,0,0,1,화양동,20090902,http://www.dgherb.co.kr/,0,0,0,0,0,5020,110023,광진구,110000,서울,02-499-7588,127.066029,37.5417539,동감한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzUxIyQxIyQ1IyQ4OSQyNjEyMjIjNzEjJDEjJDgjJDgz
"서울특별시 마포구 동교로 201, 3층 (동교동)",93,한의원,1,0,0,0,0,0,0,0,1,동교동,20030224,,0,0,0,0,0,3993,110009,마포구,110000,서울,02-335-2580,126.9229741,37.5582176,동강한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz
"서울특별시 서초구 강남대로 455, 지하1층 124호, 3층 307호 (서초동, 강남태영데시앙루브)",93,한의원,2,0,0,0,0,0,0,0,2,서초동,20240119,,0,0,0,0,0,6611,110021,서초구,110000,서울,02-557-7572,127.0245298,37.5028558,동경한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzQxIyQxIyQ3IyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 동대문구 약령중앙로8길 10, 1층 (제기동)",93,한의원,1,0,0,0,0,0,0,0,1,제기동,19910907,,0,0,0,0,0,2570,110007,동대문구,110000,서울,02-960-3721,127.0377559,37.5815318,동광당한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz
"서울특별시 동대문구 약령중앙로 5, 2층 (제기동)",93,한의원,2,0,0,0,0,0,0,0,2,제기동,19910522,,0,0,0,0,0,2569,110007,동대문구,110000,서울,02-968-3553,127.0365963,37.5788451,동광한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzMxIyQxIyQzIyQxMyQyNjEyMjIjODEjJDEjJDIjJDgz
"서울특별시 마포구 연희로 7, (동교동, 동교동빌딩)",93,한의원,1,0,0,0,0,0,0,0,1,동교동,20070814,http://www.diet-dk.kr/,0,0,0,0,0,3985,110009,마포구,110000,서울,02-3141-1907,126.9263377,37.5594314,동교한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQ4OSQzNjE4MzIjNzEjJDEjJDgjJDgz
"서울특별시 강남구 테헤란로 322, 한신인터밸리24 205호 (역삼동)",93,한의원,1,0,0,0,0,0,0,0,1,역삼동,20160201,,0,0,0,0,0,6211,110001,강남구,110000,서울,02-2183-2940,127.046588,37.5032509,동국해랑한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz
"서울특별시 강남구 도곡로 442, 진흥빌딩 2층 202호 (대치동)",93,한의원,0,0,0,1,0,0,0,0,1,대치동,20181206,,0,0,0,0,0,6279,110001,강남구,110000,서울,02-555-1075,127.0588645,37.4979622,동그라미한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQwMyQ0NjE0ODEjNjEjJDEjJDAjJDgz
"서울특별시 노원구 석계로 102, 주원21빌딩 (월계동)",93,한의원,1,0,0,0,0,0,0,0,1,월계동,20221109,,0,0,0,0,0,1886,110022,노원구,110000,서울,,127.060958,37.6233023,동그라미한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 강남구 영동대로122길 37, 지하1층 (삼성동)",93,한의원,1,0,0,0,0,0,0,0,1,삼성동,19890502,,0,0,0,0,0,6080,110001,강남구,110000,서울,549-3683,127.0609481,37.5182038,동남한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNTEjJDEjJDIjJDgz
"서울특별시 종로구 종로56길 44, (숭인동)",93,한의원,1,0,0,0,0,0,0,0,1,숭인동,19880421,,0,0,0,0,0,3114,110016,종로구,110000,서울,02-2252-0634,127.0161459,37.571699,동남한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz
"서울특별시 중구 퇴계로 325-10, 202호 (광희동2가)",93,한의원,1,0,0,0,0,0,0,0,1,광희동2가,20250707,,0,0,0,0,0,4565,110017,중구,110000,서울,02-2275-8775,127.0081074,37.564823,동대문신광한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzUxIyQxIyQ1IyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz
"서울특별시 종로구 종로 303, 1,2층 (창신동)",93,한의원,1,0,0,0,0,0,0,0,1,창신동,20120814,,0,0,0,0,0,3106,110016,종로구,110000,서울,02-438-6618,127.0114537,37.572072,동대문한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzQxIyQxIyQ3IyQ3MiQzNjEyMjIjNjEjJDEjJDgjJDgz
"서울특별시 양천구 오목로 328, 3층 (목동)",93,한의원,1,0,0,0,0,0,0,0,1,목동,20200813,,0,0,0,0,0,8006,110020,양천구,110000,서울,02-2696-2908,126.8738353,37.5244557,동림한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz
"서울특별시 강서구 화곡로 347, 2층 222호 (화곡동, 그랜드아이파크)",93,한의원,0,0,0,1,0,0,0,0,1,화곡동,20110711,,0,0,0,0,0,7649,110003,강서구,110000,서울,02-2693-2908,126.8510458,37.5548228,동림한의원(강서점),JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQ5IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 중랑구 면목로 294, 2층 (면목동, 금호오피스)",93,한의원,1,0,0,0,0,0,0,0,1,면목동,20090224,,0,0,0,0,0,2252,110019,중랑구,110000,서울,02-432-3396,127.0865791,37.5788069,동명당한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 성동구 행당로 84, 301호 (행당동, 한진상가)",93,한의원,1,0,0,0,0,0,0,0,1,행당동,19991127,,0,0,0,0,0,4717,110011,성동구,110000,서울,02-2293-3375,127.0288249,37.5566034,동명한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 성북구 돌곶이로 207, 지상2층 (장위동)",93,한의원,2,0,0,0,0,0,0,0,2,장위동,20070103,,0,0,0,0,0,2754,110012,성북구,110000,서울,02-911-3386,127.0467717,37.6181424,동명한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjEwMDIjNjEjJDEjJDQjJDgz
"서울특별시 동대문구 왕산로 131, (제기동)",93,한의원,1,0,0,0,0,0,0,0,1,제기동,20090102,,0,0,0,0,0,2570,110007,동대문구,110000,서울,02-967-3323,127.0380554,37.5784037,동명한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz
"서울특별시 구로구 고척로 228-6, 종만빌딩 2층 (고척동)",93,한의원,1,0,0,0,0,0,0,0,1,고척동,20030408,http://www.omc-dm.com,0,0,0,0,0,8228,110005,구로구,110000,서울,02-2618-9975,126.8582991,37.5058818,동명한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzExIyQxIyQzIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 광진구 아차산로 244, 3층 (자양동)",93,한의원,1,0,0,0,0,0,0,0,1,자양동,20050810,http://www.edongbang.co.kr,0,0,0,0,0,5073,110023,광진구,110000,서울,02-499-1275,127.0702008,37.5397344,동방경희한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzQxIyQxIyQ3IyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz
"서울특별시 강남구 도산대로12길 6, 3층 (논현동)",93,한의원,1,0,0,0,0,0,0,0,1,논현동,20230918,,0,0,0,0,0,6039,110001,강남구,110000,서울,1644-4712,127.0234791,37.5170956,동백미즈한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 강북구 삼양로 453, (수유동)",93,한의원,1,0,0,0,0,0,0,0,1,수유동,19700422,,0,0,0,0,0,1030,110024,강북구,110000,서울,02-993-7961,127.0159149,37.6437612,동보한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQyIyQ3IyQwMCQyNjEyMjIjNzEjJDEjJDgjJDgz
"서울특별시 동대문구 천호대로 289, 2층 201호 (답십리동, 한일노벨리아)",93,한의원,1,0,0,0,0,0,0,0,1,답십리동,20080916,,0,0,0,0,0,2604,110007,동대문구,110000,서울,02-2245-3103,127.0532845,37.5668989,동부한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQyIyQxIyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz
"서울특별시 강남구 남부순환로 2909, 여천빌딩 5층 502호 (대치동)",93,한의원,1,0,0,0,0,0,0,0,1,대치동,20050316,http://www.dongsanomd.co.kr,0,0,0,0,0,6280,110001,강남구,110000,서울,555-7243,127.0574186,37.492191,동산권중진한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 동작구 국사봉길 25, (상도동)",93,한의원,1,0,0,1,0,0,0,0,2,상도동,19860911,,0,0,0,0,0,7042,110008,동작구,110000,서울,02-821-2629,126.9294706,37.4981755,동산한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ5MiQzNjE4MzIjNTEjJDEjJDYjJDgz
"서울특별시 동대문구 왕산로 123, 1층 (제기동)",93,한의원,1,0,0,0,0,0,0,0,1,제기동,20250430,,0,0,0,0,0,2570,110007,동대문구,110000,서울,02-959-8818,127.0371753,37.5784299,동서당한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz
"서울특별시 광진구 구의로 6, 2층 (구의동)",93,한의원,0,0,0,1,0,0,0,0,1,구의동,20010503,http://동서림한의원.com,0,0,0,0,0,5045,110023,광진구,110000,서울,02-456-1075,127.0893593,37.538498,동서림한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxNzAyIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 강북구 한천로 1058, (수유동)",93,한의원,1,0,0,0,0,0,0,0,1,수유동,20090710,,0,0,0,0,0,1053,110024,강북구,110000,서울,02-907-0114,127.0252911,37.6413899,동서통합한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzMxIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 금천구 독산로 140, (시흥동)",93,한의원,1,0,0,0,0,0,0,0,1,시흥동,19850424,,0,0,0,0,0,8568,110025,금천구,110000,서울,02-804-4214,126.9051305,37.4598191,동서한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 영등포구 도신로 120, 3층 (신길동, 신영빌딩)",93,한의원,1,0,0,0,0,0,0,0,1,신길동,20140407,,0,0,0,0,0,7383,110013,영등포구,110000,서울,02-501-8228,126.9054304,37.5082152,동서한의원,JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxOTYxIzExIyQxIyQ3IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 서대문구 연희로10가길 62, 2층 (연희동)",93,한의원,0,0,0,1,0,0,0,0,1,연희동,19840227,,0,0,0,0,0,3726,110010,서대문구,110000,서울,02-337-1110,126.9301362,37.5648509,동서한의원,JDQ4MTg4MSM1MSMkMSMkOCMkMTMkMzgxNzAyIzExIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz
"서울특별시 성북구 안암로 105, 지상1층 (안암동5가)",93,한의원,1,0,0,0,0,0,0,0,1,안암동5가,19950522,,0,0,0,0,0,2856,110012,성북구,110000,서울,02-926-0512,127.0314412,37.5851166,동성제일한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjNTEjJDEjJDIjJDgz
"서울특별시 용산구 후암로 64-1, (후암동)",93,한의원,1,0,0,0,0,0,0,0,1,후암동,19720531,,0,0,0,0,0,4327,110014,용산구,110000,서울,02-754-8742,126.9772163,37.5515799,동성한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz
"서울특별시 서대문구 영천시장길 68, (옥천동)",93,한의원,1,0,0,0,0,0,0,0,1,옥천동,19990527,,0,0,0,0,0,3734,110010,서대문구,110000,서울,02-392-1199,126.9624769,37.5695495,동성한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ4OSQyNjE4MzIjODEjJDEjJDYjJDgz
"서울특별시 영등포구 도신로 90, 2층 (신길동, 서울크리닉빌딩)",93,한의원,1,0,0,0,0,0,0,0,1,신길동,20171025,,0,0,0,0,0,7382,110013,영등포구,110000,서울,02-835-2402,126.9024697,37.5069483,동성한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzUxIyQxIyQ1IyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz
"서울특별시 중랑구 면목로 305, (면목동)",93,한의원,1,0,0,0,0,0,0,0,1,면목동,19880414,,0,0,0,0,0,2238,110019,중랑구,110000,서울,02-433-7109,127.0874615,37.5797018,동승한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz
"서울특별시 구로구 경인로 619-3, 상가동 2층 210호 (신도림동, 신도림3차푸르지오아파트)",93,한의원,1,0,0,0,0,0,0,0,1,신도림동,19800911,,0,0,0,0,0,8210,110005,구로구,110000,서울,02-2677-3647,126.8840367,37.5068838,동신한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 강서구 곰달래로 224, (화곡동)",93,한의원,1,0,0,0,0,0,0,0,1,화곡동,19940127,,0,0,0,0,0,7783,110003,강서구,110000,서울,02-2606-5757,126.857849,37.5315236,동신한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQyIyQzIyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz
"서울특별시 관악구 남부순환로233길 5, (봉천동)",93,한의원,1,0,0,0,0,0,0,0,1,봉천동,19920724,,0,0,0,0,0,8739,110004,관악구,110000,서울,878-5868,126.9577742,37.4797402,동신한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz
"서울특별시 광진구 자양로 113, 301호 (자양동, 현대하이엘상가)",93,한의원,1,0,0,0,0,0,0,0,1,자양동,20050705,,0,0,0,0,0,5026,110023,광진구,110000,서울,02-452-5342,127.0829911,37.5378939,동신한의원,JDQ4MTg4MSM1MSMkMSMkMCMkMTMkNDgxMTkxIzUxIyQxIyQxIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz
