요양기관명,시도명,시군구명,요양기관종별,표시과목,주소,중환자실 병상수 소계,성인 중환자실 병상수,소아 중환자실 병상수,신생아 중환자실 병상수,격리병실 병상수
목포기독병원,전라남도,목포시,종합병원,해당사항없음,전라남도 목포시 백년대로 303 (상동),17,17,0,0,0
의료법인해민의료재단 세안종합병원,전라남도,목포시,종합병원,해당사항없음,"전라남도 목포시 고하대로 795-2 (연산동,(연산동))",19,19,0,0,0
의료법인목포구암의료재단 목포중앙병원,전라남도,목포시,종합병원,해당사항없음,전라남도 목포시 영산로 623 (석현동),18,18,0,0,1
국립목포병원,전라남도,목포시,병원,일반의,"전라남도 목포시 신지마을1길 75 (석현동,(석현동))",0,0,0,0,50
의료법인새한의료재단 목포성심요양병원,전라남도,목포시,요양병원,해당사항없음,전라남도 목포시 영산로844번길 13 (대양동),0,0,0,0,29
의료법인효경의료재단 효성요양병원,전라남도,목포시,요양병원,해당사항없음,전라남도 목포시 양을로 456 (상동),0,0,0,0,1
부부요양병원,전라남도,목포시,요양병원,해당사항없음,전라남도 목포시 영산로 620-1 (석현동),0,0,0,0,1
목포재활요양병원,전라남도,목포시,요양병원,해당사항없음,"전라남도 목포시 영산로 627 (석현동, (석현동))",0,0,0,0,13
여수전남병원,전라남도,여수시,종합병원,해당사항없음,"전라남도 여수시 좌수영로 49 (광무동, (광무동))",11,11,0,0,2
의료법인한마음의료재단 여수제일병원,전라남도,여수시,종합병원,해당사항없음,"전라남도 여수시 쌍봉로 70 (학동, (학동))",19,19,0,0,1
여천전남병원,전라남도,여수시,종합병원,해당사항없음,"전라남도 여수시 무선로 95 (선원동, (선원동))",14,14,0,0,1
여수한국병원,전라남도,여수시,병원,일반의,전라남도 여수시 여천체육공원길 10 (신기동),0,0,0,0,3
은혜요양병원,전라남도,여수시,요양병원,해당사항없음,"전라남도 여수시 거북선공원2길 5-5 (학동, (학동))",0,0,0,0,35
순천중앙병원,전라남도,순천시,종합병원,해당사항없음,전라남도 순천시 장명로 5 (장천동),0,0,0,0,2
성가롤로병원,전라남도,순천시,종합병원,해당사항없음,전라남도 순천시 순광로 221 (조례동),56,56,0,0,31
의료법인한국의료재단 순천한국병원,전라남도,순천시,종합병원,해당사항없음,전라남도 순천시 우명길 42 (연향동),9,9,0,0,0
의료법인청언의료재단 순천제일병원,전라남도,순천시,종합병원,해당사항없음,전라남도 순천시 기적의도서관1길 3 (조례동),0,0,0,0,2
근로복지공단 순천병원,전라남도,순천시,종합병원,해당사항없음,"전라남도 순천시 조례1길 24 (조례동, (조례동))",4,4,0,0,1
전라남도 순천의료원,전라남도,순천시,종합병원,해당사항없음,전라남도 순천시 서문성터길 2 (매곡동),7,7,0,0,16
의료법인내일의료재단 현대여성아동병원,전라남도,순천시,병원,일반의,전라남도 순천시 장선배기1길 8 (조례동),15,0,0,15,0
순천하나병원,전라남도,순천시,병원,일반의,전라남도 순천시 팔마로 215 (덕암동),0,0,0,0,2
미즈여성아동병원,전라남도,순천시,병원,일반의,"전라남도 순천시 조례1길 10-26 (조례동, (조례동))",10,0,0,10,0
메디팜요양병원,전라남도,순천시,요양병원,해당사항없음,전라남도 순천시 양율길 306 (인월동),0,0,0,0,1
의료법인진촌의료재단 순천만요양병원,전라남도,순천시,요양병원,해당사항없음,전라남도 순천시 별량면 덕정길 74,0,0,0,0,1
나주종합병원,전라남도,나주시,종합병원,해당사항없음,"전라남도 나주시 영산로 5419 (성북동,나주종합병원)",0,0,0,0,3
의료법인세화의료재단 나주효사랑요양병원,전라남도,나주시,요양병원,해당사항없음,전라남도 나주시 금천면 영산로 5891-9,0,0,0,0,41
광양사랑병원,전라남도,광양시,종합병원,해당사항없음,"전라남도 광양시 공영로 71 (중동, (중동))",10,10,0,0,0
의료법인현경의료재단 광양서울병원,전라남도,광양시,종합병원,해당사항없음,전라남도 광양시 진등길 93 (마동),0,0,0,0,4
의료법인광양의료재단 광양병원,전라남도,광양시,병원,일반의,전라남도 광양시 광양읍 인덕로 992,0,0,0,0,4
강남병원,전라남도,광양시,병원,일반의,전라남도 광양시 중마중앙로 17 (중동),0,0,0,0,1
담양사랑병원,전라남도,담양군,병원,일반의,전라남도 담양군 담양읍 천변7길 19,0,0,0,0,1
의료법인대송의료재단 곡성사랑병원,전라남도,곡성군,병원,일반의,전라남도 곡성군 곡성읍 곡성로 761,0,0,0,0,1
구례병원,전라남도,구례군,병원,일반의,전라남도 구례군 구례읍 동편제길 4,0,0,0,0,1
의료법인영성의료재단 고흥종합병원,전라남도,고흥군,종합병원,해당사항없음,전라남도 고흥군 고흥읍 고흥로 1935,12,12,0,0,2
아산사회복지재단 보성아산병원,전라남도,보성군,병원,일반의,전라남도 보성군 미력면 가평길 36-17,0,0,0,0,1
화순전남대학교병원,전라남도,화순군,상급종합병원,해당사항없음,전라남도 화순군 화순읍 서양로 322,33,32,0,1,5
화순고려병원,전라남도,화순군,병원,일반의,전라남도 화순군 화순읍 충의로 109,3,3,0,0,3
화순중앙병원,전라남도,화순군,병원,일반의,전라남도 화순군 화순읍 칠충로 101,3,3,0,0,13
화순성심병원,전라남도,화순군,병원,일반의,전라남도 화순군 화순읍 만연로 31,3,3,0,0,1
화순베스트요양병원,전라남도,화순군,요양병원,해당사항없음,전라남도 화순군 화순읍 칠충로 101,0,0,0,0,25
전남제일요양병원,전라남도,화순군,요양병원,해당사항없음,전라남도 화순군 화순읍 덕음로 999,0,0,0,0,9
의료법인 우범의료재단 장흥종합병원,전라남도,장흥군,종합병원,해당사항없음,전라남도 장흥군 장흥읍 흥성로 74 (74),0,0,0,0,6
의료법인송지의료재단 장흥요양병원,전라남도,장흥군,요양병원,해당사항없음,전라남도 장흥군 장흥읍 중앙로 6-0 (장흥요양병원),0,0,0,0,1
전라남도 강진의료원,전라남도,강진군,종합병원,해당사항없음,전라남도 강진군 강진읍 탐진로 5,0,0,0,0,7
의료법인행촌의료재단 해남종합병원,전라남도,해남군,종합병원,해당사항없음,전라남도 해남군 해남읍 해남로 45,14,14,0,0,3
해남우리종합병원,전라남도,해남군,종합병원,해당사항없음,전라남도 해남군 옥천면 해남로 597,25,25,0,0,0
의료법인대송의료재단 무안병원,전라남도,무안군,종합병원,해당사항없음,전라남도 무안군 무안읍 몽탄로 65,13,13,0,0,1
의료법인이영의료재단 시그니티요양병원,전라남도,무안군,요양병원,해당사항없음,전라남도 무안군 삼향읍 남악로250번길 59-30,0,0,0,0,2
의료법인인성의료재단 함평성심병원,전라남도,함평군,병원,일반의,전라남도 함평군 함평읍 영수길 132,0,0,0,0,1
국군함평병원,전라남도,함평군,병원,일반의,전라남도 함평군 해보면 신해로 1027,0,0,0,0,3
영광종합병원,전라남도,영광군,종합병원,해당사항없음,전라남도 영광군 영광읍 와룡로 3,7,7,0,0,1
의료법인거명의료재단 영광기독병원,전라남도,영광군,종합병원,해당사항없음,전라남도 영광군 영광읍 신남로 265,11,11,0,0,1
의료법인거명의료재단 영광기독신하병원,전라남도,영광군,정신병원,해당사항없음,전라남도 영광군 영광읍 천년로 1351-15,0,0,0,0,1
의료법인행복나눔의료재단 장성병원,전라남도,장성군,병원,일반의,전라남도 장성군 장성읍 역전로 171,0,0,0,0,2
완도대성병원,전라남도,완도군,병원,일반의,전라남도 완도군 완도읍 청해진동로 63,0,0,0,0,2
의료법인신안대우의료재단 신안대우병원,전라남도,신안군,병원,일반의,전라남도 신안군 비금면 송치길 155-11,0,0,0,0,4
포항성모병원,경상북도,포항시 남구,종합병원,해당사항없음,"경상북도 포항시 남구 대잠동길 17 (대잠동, (대잠동))",37,37,0,0,20
의료법인한성재단포항세명기독병원,경상북도,포항시 남구,종합병원,해당사항없음,경상북도 포항시 남구 포스코대로 351 (대도동),55,55,0,0,16
에스포항병원,경상북도,포항시 남구,종합병원,해당사항없음,경상북도 포항시 남구 희망대로 352 (이동),15,15,0,0,0
해군포항병원,경상북도,포항시 남구,병원,일반의,경상북도 포항시 남구 오천읍 충무로 70,0,0,0,0,4
경상북도포항의료원,경상북도,포항시 북구,종합병원,해당사항없음,"경상북도 포항시 북구 용흥로 36 (용흥동, (용흥동))",20,20,0,0,7
의료법인은성의료재단좋은선린병원,경상북도,포항시 북구,종합병원,해당사항없음,경상북도 포항시 북구 대신로 43 (대신동),18,18,0,0,0
의료법인청암의료재단 포항송라요양병원,경상북도,포항시 북구,요양병원,해당사항없음,경상북도 포항시 북구 송라면 동해대로2913번길 127,0,0,0,0,1
의료법인유성의료재단 유성요양병원,경상북도,포항시 북구,요양병원,해당사항없음,"경상북도 포항시 북구 새천년대로 1135-78 (장성동, (장성동))",0,0,0,0,1
의료법인은성의료재단 좋은선린요양병원,경상북도,포항시 북구,요양병원,해당사항없음,경상북도 포항시 북구 대신로 27 (대신동),0,0,0,0,1
동국대학교의과대학경주병원,경상북도,경주시,종합병원,해당사항없음,경상북도 경주시 동대로 87 (석장동),39,39,0,0,30
경주시립노인전문요양병원,경상북도,경주시,요양병원,해당사항없음,경상북도 경주시 현곡면 충현로 610-120,0,0,0,0,31
의료법인 일원의료재단 늘푸른요양병원,경상북도,경주시,요양병원,해당사항없음,경상북도 경주시 유림로13번길 155 (용강동),0,0,0,0,4
신경주요양병원,경상북도,경주시,요양병원,해당사항없음,경상북도 경주시 건천읍 단석로 1593-9,0,0,0,0,2
위더스요양병원,경상북도,경주시,요양병원,해당사항없음,경상북도 경주시 승삼북길 31 (용강동),0,0,0,0,1
경주요양병원,경상북도,경주시,요양병원,해당사항없음,경상북도 경주시 충효구획4길 31-0 (충효동),0,0,0,0,1
경상북도김천의료원,경상북도,김천시,종합병원,해당사항없음,경상북도 김천시 모암길 24 (모암동),25,25,0,0,16
의료법인덕산의료재단김천제일병원,경상북도,김천시,종합병원,해당사항없음,경상북도 김천시 신음1길 12 (신음동),18,18,0,0,0
안동성소병원,경상북도,안동시,종합병원,해당사항없음,경상북도 안동시 서동문로 99 (금곡동),34,34,0,0,2
의료법인안동병원,경상북도,안동시,종합병원,해당사항없음,경상북도 안동시 앙실로 11 (수상동),86,76,0,10,7
경상북도안동의료원,경상북도,안동시,종합병원,해당사항없음,경상북도 안동시 태사2길 55 (북문동),10,10,0,0,7
경상북도립안동노인전문요양병원,경상북도,안동시,요양병원,해당사항없음,경상북도 안동시 남후면 남일로 1463,0,0,0,0,1
안동요양병원,경상북도,안동시,요양병원,해당사항없음,경상북도 안동시 전거리길 57 (용상동),0,0,0,0,1
의료법인경북의료재단 길주요양병원,경상북도,안동시,요양병원,해당사항없음,경상북도 안동시 경동로 1289 (송천동),0,0,0,0,1
차의과학대학교부속구미차병원,경상북도,구미시,종합병원,해당사항없음,경상북도 구미시 신시로10길 12 (형곡동),54,46,0,8,0
구미강동병원,경상북도,구미시,종합병원,해당사항없음,경상북도 구미시 인동20길 46 (진평동),12,12,0,0,0
순천향대학교 부속 구미병원,경상북도,구미시,종합병원,해당사항없음,"경상북도 구미시 1공단로 179 (공단동, (공단동))",35,35,0,0,1
바른유병원,경상북도,구미시,병원,일반의,경상북도 구미시 역전로 28 (원평동),0,0,0,0,2
의료법인소랑의료재단 구미제일요양병원,경상북도,구미시,요양병원,해당사항없음,경상북도 구미시 고아읍 선산대로 1116-0 (구미제일요양병원),0,0,0,0,15
구미숲요양병원,경상북도,구미시,요양병원,해당사항없음,경상북도 구미시 인동36길 89-0 (구평동),0,0,0,0,43
남구미요양병원,경상북도,구미시,요양병원,해당사항없음,경상북도 구미시 금오대로 378 (오태동),0,0,0,0,8
영주적십자병원,경상북도,영주시,종합병원,해당사항없음,"경상북도 영주시 대학로 327-0 (가흥동,영주적십자병원)",10,10,0,0,4
의료법인청봉의료재단성누가병원,경상북도,영주시,병원,일반의,경상북도 영주시 구성로 329 (영주동),7,7,0,0,2
영주자인병원,경상북도,영주시,병원,일반의,경상북도 영주시 대동로31번길 9 (가흥동),0,0,0,0,2
의료법인기호의료재단 청하요양병원,경상북도,영주시,요양병원,해당사항없음,경상북도 영주시 신재로24번길 91 (가흥동),0,0,0,0,7
의료법인 영주의료재단 명품요양병원,경상북도,영주시,요양병원,해당사항없음,경상북도 영주시 반지미로 265 (가흥동),0,0,0,0,1
영남대학교의과대학부속영천병원,경상북도,영천시,종합병원,해당사항없음,경상북도 영천시 오수1길 10 (오수동),10,10,0,0,0
의료법인 현보의료재단 해오름요양병원,경상북도,영천시,요양병원,해당사항없음,경상북도 영천시 오수1길 21-0 (오수동),0,0,0,0,2
상주적십자병원,경상북도,상주시,종합병원,해당사항없음,경상북도 상주시 상서문로 53 (남성동),10,10,0,0,1
의료법인삼백의료재단상주성모병원,경상북도,상주시,종합병원,해당사항없음,경상북도 상주시 냉림서성길 7 (냉림동),10,10,0,0,3
상주시립요양병원,경상북도,상주시,요양병원,해당사항없음,경상북도 상주시 용마로 190-45 (도남동),0,0,0,0,2
상주교도소 부속의원,경상북도,상주시,의원,일반의,"경상북도 상주시 사벌국면 목가2길 130, 1, 2층",0,0,0,0,6
의료법인동춘의료재단문경제일병원,경상북도,문경시,종합병원,해당사항없음,경상북도 문경시 당교3길 25 (모전동),32,32,0,0,7
문경점촌요양병원,경상북도,문경시,요양병원,해당사항없음,경상북도 문경시 영신영강길 30-0 (영신동),0,0,0,0,6
의료법인 근원의료재단 경산중앙병원,경상북도,경산시,종합병원,해당사항없음,경상북도 경산시 경안로 11 (백천동),20,20,0,0,0
의료법인 서명의료재단 세명종합병원,경상북도,경산시,종합병원,해당사항없음,경상북도 경산시 경안로 208 (중방동),14,14,0,0,0
국군대구병원,경상북도,경산시,병원,일반의,경상북도 경산시 하양읍 대경로 425-41,0,0,0,0,3
경북권역재활병원,경상북도,경산시,병원,일반의,경상북도 경산시 미래로 120-0 (평산동),0,0,0,0,1
의료법인양지의료재단 양지기쁨병원,경상북도,경산시,병원,일반의,"경상북도 경산시 경산로 174-0, A동 (옥산동,양지기쁨병원(A동)1층~4층)",0,0,0,0,2
의료법인양지의료재단 양지요양병원,경상북도,경산시,요양병원,해당사항없음,"경상북도 경산시 경산로 174-0, B동 1~2,4~7층 (옥산동,양지요양병원)",0,0,0,0,4
의료법인대남의료재단청도대남병원,경상북도,청도군,병원,일반의,경상북도 청도군 화양읍 청화로 79-7,0,0,0,0,2
의료법인영암의료재단고령영생병원,경상북도,고령군,병원,일반의,경상북도 고령군 대가야읍 중앙로 33,0,0,0,0,1
의료법인건용의료재단 왜관병원,경상북도,칠곡군,병원,일반의,경상북도 칠곡군 왜관읍 군청2길 10,0,0,0,0,1
의료법인인덕의료재단 경도요양병원,경상북도,예천군,요양병원,해당사항없음,경상북도 예천군 예천읍 원고개길 49,0,0,0,0,1
울진군의료원,경상북도,울진군,병원,일반의,경상북도 울진군 울진읍 현내항길 71,0,0,0,0,4
창원파티마병원,경상남도,창원시 의창구,종합병원,해당사항없음,경상남도 창원시 의창구 창이대로 45 (명서동),31,29,0,2,6
창원한마음병원,경상남도,창원시 의창구,종합병원,해당사항없음,경상남도 창원시 의창구 용동로57번길 8 (사림동),73,63,0,10,6
화사랑병원,경상남도,창원시 의창구,병원,일반의,"경상남도 창원시 의창구 용동로83번안길 3, 화사랑메디컬 3-5층 (사림동)",4,4,0,0,0
바이탈병원,경상남도,창원시 의창구,병원,일반의,경상남도 창원시 의창구 북면 천주로 785,0,0,0,0,1
행복한요양병원,경상남도,창원시 의창구,요양병원,해당사항없음,경상남도 창원시 의창구 북면 천주로 785-1,0,0,0,0,1
시티요양병원,경상남도,창원시 의창구,요양병원,해당사항없음,경상남도 창원시 의창구 대봉로26번길 12-3 (봉림동),0,0,0,0,1
근로복지공단 창원병원,경상남도,창원시 성산구,종합병원,해당사항없음,경상남도 창원시 성산구 창원대로 721 (중앙동),5,5,0,0,1
창원경상국립대학교병원,경상남도,창원시 성산구,종합병원,해당사항없음,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",53,36,0,17,22
희연요양병원,경상남도,창원시 성산구,요양병원,해당사항없음,"경상남도 창원시 성산구 원이대로393번길 25, 희연빌딩 2-3층, 지하1-2층 일부호 (반지동)",0,0,0,0,1
푸른요양병원,경상남도,창원시 성산구,요양병원,해당사항없음,"경상남도 창원시 성산구 창원천로94번길 82-18, 푸른요양병원(B동) (대원동)",0,0,0,0,3
경상남도마산의료원,경상남도,창원시 마산합포구,종합병원,해당사항없음,경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),8,8,0,0,27
의료법인합포의료재단에스엠지연세병원,경상남도,창원시 마산합포구,종합병원,해당사항없음,"경상남도 창원시 마산합포구 3·15대로 76 (월남동2가, 합포의료재단)",13,13,0,0,0
국립마산병원,경상남도,창원시 마산합포구,병원,일반의,"경상남도 창원시 마산합포구 가포로 215 (가포동, 국립마산병원)",10,10,0,0,20
의료법인성인의료재단이에이씨창원요양병원,경상남도,창원시 마산합포구,요양병원,해당사항없음,경상남도 창원시 마산합포구 가포로 652 (덕동동),0,0,0,0,1
학교법인성균관대학삼성창원병원,경상남도,창원시 마산회원구,상급종합병원,해당사항없음,"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",94,70,0,24,10
의료법인청록의료재단신세계요양병원,경상남도,창원시 마산회원구,요양병원,해당사항없음,경상남도 창원시 마산회원구 내서읍 죽암로 89 (신세계요양병원),0,0,0,0,1
의료법인태산의료재단 큰사랑요양병원,경상남도,창원시 마산회원구,요양병원,해당사항없음,경상남도 창원시 마산회원구 북성로 469 (두척동),0,0,0,0,1
의료법인청아의료재단동서병원,경상남도,창원시 마산회원구,정신병원,해당사항없음,경상남도 창원시 마산회원구 내서읍 호원로 265 (동서병원),0,0,0,0,1
연세에스병원,경상남도,창원시 진해구,종합병원,해당사항없음,경상남도 창원시 진해구 해원로32번길 13 (이동),10,10,0,0,0
해군해양의료원,경상남도,창원시 진해구,병원,일반의,경상남도 창원시 진해구 진해대로963번길 35 (자은동),0,0,0,0,2
동양의료재단연세사랑병원,경상남도,창원시 진해구,정신병원,해당사항없음,경상남도 창원시 진해구 행암로 76 (장천동),0,0,0,0,1
경상국립대학교병원,경상남도,진주시,상급종합병원,해당사항없음,경상남도 진주시 강남로 79 (칠암동),81,66,0,15,20
제일병원,경상남도,진주시,종합병원,해당사항없음,경상남도 진주시 진주대로 885 (강남동),9,9,0,0,0
한일병원,경상남도,진주시,종합병원,해당사항없음,"경상남도 진주시 범골로 17, 한일병원 지하1 1~7층 (충무공동)",16,16,0,0,1
의료법인 문병욱의료재단 진주고려병원,경상남도,진주시,종합병원,해당사항없음,"경상남도 진주시 동진로 2 (칠암동, 진주고려병원)",9,9,0,0,0
의료법인 목화의료재단 목화요양병원,경상남도,진주시,요양병원,해당사항없음,"경상남도 진주시 천수로163번길 25, 목화노인병원 (망경동)",0,0,0,0,11
의료법인 진주의료재단 진주노인요양병원,경상남도,진주시,요양병원,해당사항없음,"경상남도 진주시 문산읍 제곡길98번길 41, 지하1, 1~5층",0,0,0,0,11
의료법인 행복한의료재단 센텀요양병원,경상남도,진주시,요양병원,해당사항없음,"경상남도 진주시 진주대로941번길 8, 센텀병원 B1~2,1~7층 (강남동)",0,0,0,0,11
한빛요양병원,경상남도,진주시,요양병원,해당사항없음,"경상남도 진주시 대신로 120, 한빛요양병원 지하2층 2층-9층층 (상평동)",0,0,0,0,17
엠마우스요양병원,경상남도,진주시,요양병원,해당사항없음,"경상남도 진주시 남강로 25 (평거동, 엠마우스요양병원)",0,0,0,0,13
의료법인 진주의료재단 진주정신병원,경상남도,진주시,정신병원,해당사항없음,경상남도 진주시 문산읍 제곡길98번길 49-6,0,0,0,0,1
통영적십자병원,경상남도,통영시,병원,일반의,경상남도 통영시 중앙로 97 (서호동),0,0,0,0,10
통영서울병원,경상남도,통영시,병원,일반의,경상남도 통영시 광도면 남해안대로 857,0,0,0,0,8
의료법인진주의료재단 경상남도립통영노인전문병원,경상남도,통영시,요양병원,해당사항없음,경상남도 통영시 도산면 남해안대로 1818,0,0,0,0,4
통영구치소 부속의원,경상남도,통영시,의원,일반의,경상남도 통영시 용남면 용남해안로 277,0,0,0,0,1
의료법인 행복한의료재단 경남도립사천노인전문병원,경상남도,사천시,요양병원,해당사항없음,"경상남도 사천시 축동면 서삼로 1110-39, 경남도립사천노인전문병원",0,0,0,0,2
의료법인 덕산의료재단 한마음병원,경상남도,사천시,정신병원,해당사항없음,"경상남도 사천시 향촌4길 127 (향촌동, 한마음병원)",0,0,0,0,1
의료법인환명의료재단 조은금강병원,경상남도,김해시,종합병원,해당사항없음,경상남도 김해시 김해대로 1814-37 (삼계동),24,24,0,0,1
강일병원,경상남도,김해시,종합병원,해당사항없음,경상남도 김해시 가락로 359 (구산동),15,15,0,0,0
의료법인숭인의료재단 김해복음병원,경상남도,김해시,종합병원,해당사항없음,경상남도 김해시 활천로 33 (삼정동),19,19,0,0,0
의료법인푸른솔의료재단 김해한솔재활요양병원,경상남도,김해시,요양병원,해당사항없음,경상남도 김해시 김해대로 2379 (부원동),0,0,0,0,15
의료법인 송파의료재단 가야요양병원,경상남도,김해시,요양병원,해당사항없음,경상남도 김해시 주촌면 이지산단로 155,0,0,0,0,4
의료법인신화성의료재단 장유요양병원,경상남도,김해시,요양병원,해당사항없음,"경상남도 김해시 번화1로56번길 19, 2,4~11층 (대청동)",0,0,0,0,2
이화수로요양병원,경상남도,김해시,요양병원,해당사항없음,경상남도 김해시 분성로261번길 15 (봉황동),0,0,0,0,1
(의)동남의료재단 동남병원,경상남도,김해시,정신병원,해당사항없음,경상남도 김해시 가야로51번길 42 (삼계동),0,0,0,0,2
의료법인 건생당의료재단 김해무드병원,경상남도,김해시,정신병원,해당사항없음,"경상남도 김해시 진영읍 진영로 378, 김해무드병원",0,0,0,0,4
김해시보건소,경상남도,김해시,보건소,해당사항없음,경상남도 김해시 분성로 227 (외동),0,0,0,0,1
의료법인지원의료재단 굿모닝병원,경상남도,밀양시,병원,일반의,경상남도 밀양시 용평로5길 4-20 (용평동),8,8,0,0,2
의료법인 이유의료재단 희윤요양병원,경상남도,밀양시,요양병원,해당사항없음,경상남도 밀양시 부북면 춘화로 60,0,0,0,0,3
의료법인 거붕 백병원,경상남도,거제시,종합병원,해당사항없음,경상남도 거제시 계룡로5길 14 (상동동),20,20,0,0,0
의료법인 대우의료재단대우병원,경상남도,거제시,종합병원,해당사항없음,경상남도 거제시 두모길 16 (두모동),10,10,0,0,0
양산부산대학교병원,경상남도,양산시,상급종합병원,해당사항없음,경상남도 양산시 물금읍 금오로 20,126,75,13,38,23
양산성모병원,경상남도,양산시,종합병원,해당사항없음,경상남도 양산시 서창로 59 (명동),11,11,0,0,0
양산중앙요양병원,경상남도,양산시,요양병원,해당사항없음,경상남도 양산시 장터4길 6-9 (중부동),0,0,0,0,3
양산서울요양병원,경상남도,양산시,요양병원,해당사항없음,"경상남도 양산시 삼성7길 11-14 (북정동, 1층 일부, 2~9층)",0,0,0,0,2
평심요양병원,경상남도,양산시,요양병원,해당사항없음,"경상남도 양산시 하북면 신평로 37, 2~6층",0,0,0,0,16
양산병원,경상남도,양산시,정신병원,해당사항없음,경상남도 양산시 모래들1길 91 (주진동),0,0,0,0,1
의령병원,경상남도,의령군,병원,일반의,경상남도 의령군 의령읍 의병로14길 10,0,0,0,0,2
유천의료재단새롬재활요양병원,경상남도,함안군,요양병원,해당사항없음,경상남도 함안군 칠원읍 예곡1길 13,0,0,0,0,3
남지요양병원,경상남도,창녕군,요양병원,해당사항없음,경상남도 창녕군 남지읍 동포로 15,0,0,0,0,2
의료법인창녕성산의료재단창녕효요양병원,경상남도,창녕군,요양병원,해당사항없음,경상남도 창녕군 대지면 효정직교길 119,0,0,0,0,1
의료법인대종의료재단부곡온천병원,경상남도,창녕군,정신병원,해당사항없음,경상남도 창녕군 부곡면 원앙로 72,0,0,0,0,1
의료법인 수영의료재단 고성제일요양병원,경상남도,고성군,요양병원,해당사항없음,경상남도 고성군 고성읍 남해안대로 2514,0,0,0,0,3
고성성심병원,경상남도,고성군,정신병원,해당사항없음,경상남도 고성군 회화면 남해안대로 3963-21,0,0,0,0,1
남해군립노인전문병원,경상남도,남해군,요양병원,해당사항없음,경상남도 남해군 남해읍 화전로 173-1 (남해노인전문병원),0,0,0,0,6
산청요양병원,경상남도,산청군,요양병원,해당사항없음,"경상남도 산청군 금서면 친환경로2605번길 69, 산청요양병원",0,0,0,0,1
의료법인아림의료재단에스지서경병원,경상남도,거창군,병원,일반의,경상남도 거창군 거창읍 송정1길 24-13,0,0,0,0,3
제주한라병원,제주특별자치도,제주시,종합병원,해당사항없음,"제주특별자치도 제주시 도령로 65 (연동, (연동))",62,55,0,7,10
제주대학교병원,제주특별자치도,제주시,종합병원,해당사항없음,"제주특별자치도 제주시 아란13길 15-0 (아라일동, 0동 0층 0호 (아라일동,제주대학교병원))",57,38,3,16,53
의료법인 혜인의료재단 한국병원,제주특별자치도,제주시,종합병원,해당사항없음,"제주특별자치도 제주시 서광로 193-  (삼도일동, (삼도일동))",10,10,0,0,0
의료법인 중앙의료재단 중앙병원,제주특별자치도,제주시,종합병원,해당사항없음,"제주특별자치도 제주시 월랑로 91-0 (이호이동,중앙병원)",17,17,0,0,12
한마음병원,제주특별자치도,제주시,종합병원,해당사항없음,"제주특별자치도 제주시 연신로 52 (이도이동,(이도이동))",12,12,0,0,0
제주특별자치도제주의료원,제주특별자치도,제주시,병원,일반의,"제주특별자치도 제주시 산천단남길 10, 제주의료원 (아라일동)",0,0,0,0,2
제주의료원부속요양병원,제주특별자치도,제주시,요양병원,해당사항없음,"제주특별자치도 제주시 산천단남길 10 (아라일동, 제주의료원)",0,0,0,0,1
제주특별자치도 서귀포의료원,제주특별자치도,서귀포시,종합병원,해당사항없음,"제주특별자치도 서귀포시 장수로 47-0 (동홍동,서귀포의료원)",22,22,0,0,0
한림대학교춘천성심병원,강원특별자치도,춘천시,종합병원,해당사항없음,"강원특별자치도 춘천시 삭주로 77 (교동,77)",52,52,0,0,2
강원대학교병원,강원특별자치도,춘천시,종합병원,해당사항없음,"강원특별자치도 춘천시 백령로 156-  (효자동,(효자동))",61,38,8,15,14
국군춘천병원,강원특별자치도,춘천시,병원,일반의,"강원특별자치도 춘천시 방고개길 57 (신동,57)",0,0,0,0,10
연세대학교 원주세브란스기독병원,강원특별자치도,원주시,상급종합병원,해당사항없음,"강원특별자치도 원주시 일산로 20-0 (일산동, (일산동))",108,89,0,19,40
강원특별자치도원주의료원,강원특별자치도,원주시,종합병원,해당사항없음,"강원특별자치도 원주시 서원대로 387 (개운동, (개운동))",20,20,0,0,7
원주카톨릭병원,강원특별자치도,원주시,병원,일반의,"강원특별자치도 원주시 남산로 199-0 (학성동,원주카톨릭병원)",0,0,0,0,10
연세메디하임병원,강원특별자치도,원주시,병원,일반의,강원특별자치도 원주시 문막읍 원문로 1419-0 (연세메디하임병원),0,0,0,0,20
원주교도소부속의원,강원특별자치도,원주시,의원,일반의,강원특별자치도 원주시 북원로 2155 (무실동),0,0,0,0,1
강릉아산병원,강원특별자치도,강릉시,상급종합병원,해당사항없음,강원특별자치도 강릉시 사천면 방동길 38-0 (강릉아산병원),68,55,0,13,19
의료법인 강릉동인병원,강원특별자치도,강릉시,종합병원,해당사항없음,"강원특별자치도 강릉시 강릉대로419번길 42-0 (포남동, (포남동))",33,33,0,0,2
강원특별자치도강릉의료원,강원특별자치도,강릉시,종합병원,해당사항없음,"강원특별자치도 강릉시 경강로 2007-0 (남문동,강릉의료원)",8,8,0,0,25
국군강릉병원,강원특별자치도,강릉시,병원,일반의,강원특별자치도 강릉시 주문진읍 동해대로 4371-34 (4371),0,0,0,0,13
의료법인 동해동인병원,강원특별자치도,동해시,종합병원,해당사항없음,"강원특별자치도 동해시 하평로 26 (평릉동, (평릉동))",20,20,0,0,2
